pair_id,condition,subject,confidence,bn_context,banglish_context,bn_question,banglish_question,bn_correct_answer,banglish_correct_answer,bn_wrong_answer,banglish_wrong_answer,hallucination_type_guess,source_original_pair_id,reviewer_status,reviewer_notes
pilot_000320,no_context,mathematics,low,,,বিমলবাবু প্রথমদিন সকালে ৮ কিমি পথ ভ্রমণ করেন এবং দ্বিতীয় দিনে তিনি ৫ কিমি পথ ভ্রমণ করেন । দু - দিনে বিমলবাবু মোট কত কিমি পথ ভ্রমণ করেন ?,bimolobabu prothomodino sokale 8 kimi potho bhromono koren ebong dbitiyo dine tini 5 kimi potho bhromono koren . du - dine bimolobabu mot koto kimi potho bhromono korn ?,13,13,31,31,fabricated,bnp_017616,,
pilot_000321,has_context,law,low,"বছরের যেকোন মাসে রাজস্ব বিক্রয় আইন তাদের ধ্বংস করতে পারে, এই ভয়ে মাঝারি ও ছোট জমিদারগণ সব সময়ই তটস্থ ছিলেন।","bochhorero jekono mase rajosbo bikroyo ain tader dhbongso korte pare, ei bhoye majhari o chhoto jomidarogono sobo somoyoi totostho chhileno.","প্রদত্ত প্রসঙ্গ অনুযায়ী রাজস্ব বিক্রয় আইন, ১৭৯৩ সম্পর্কে কী তথ্য দেওয়া হয়েছে?","prodotto prosngo onujayi rajosbo bikroyo ain, 1793 somporke ki tothjo deoya hoise?","বছরের যেকোন মাসে রাজস্ব বিক্রয় আইন তাদের ধ্বংস করতে পারে, এই ভয়ে মাঝারি ও ছোট জমিদারগণ সব সময়ই তটস্থ ছিলেন।","bochhorero jekono mase rajosbo bikroyo ain tader dhbongso korte pare, ei bhoye majhari o chhoto jomidarogono sobo somoyoi totostho chhileno.","বছরের যেকোন মাসে রাজস্ব বিক্রয় আইন তাদের ধ্বংস করতে পারে, এই ভয়ে মাঝারি ও ছোট রায়তগণ সব সময়ই তটস্থ ছিলেন।","bochhorero jekono mase rajosbo bikroyo ain tader dhbongso korte pare, ei bhoye majhari o chhoto rayotogono sobo somoyoi totostho chhileno.",relational,bnp_017626,,
pilot_000322,no_context,mathematics,low,,,"রেজার পিগি ব্যাঙ্কে কিছু টাকা আছে। তিনি প্রতিবার দোকানে ২ টাকা খরচ করেন। তিনি প্রতি মাসে ৪টি দোকানে যান। যদি এক বছর পর তার পিগি ব্যাঙ্কে তার ৳১০৪ টাকা অবশিষ্ট থাকে, তবে প্রথমে তার কাছে কত টাকা টাকা ছিল?","rejaro pigi bjangke kichhu taka asche. tini protibaro dokane 2 taka khorocho korn. tini proti mase 4ta dokane jano. jodi eko bochor poro tar pigi bjangke tar tk104 taka oboshishto thake, tobe prothome tar kase koto taka taka silo?",২০০,200,১৭৩,173,fabricated,bnp_017806,,
pilot_000323,no_context,bcs,low,,,বাংলাদেশ সংবিধানের কোন অনুচ্ছেদে নারী-পুরুষের সমতা নিশ্চিত করা হয়েছে?,bangladesh songbidhanero kon onuchchhede nari-purushero somota nishchito kora hoyeche?,২৮ (২),28 (2),২৯ (২),29 (2),fabricated,bnp_017937,,
pilot_000324,no_context,mathematics,low,,,লুইস সামান্থার চেয়ে স্ক্যাভেঞ্জার হান্টে আরও ৪টি আইটেম খুঁজে পেয়েছেন। সামান্থা তানিয়ার চেয়ে চারগুণ আইটেম খুঁজে পেয়েছেন যিনি শুধুমাত্র ৪টি আইটেম খুঁজে পেতে সক্ষম হয়েছেন। লুইস কত আইটেম খুঁজে পেয়েছেন?,luiso samantharo cheye skjabhenjaro hante aro 4ta aitemo khuje peyechheno. samantha taniyaro cheye charoguno aitemo khuje peyechheno jini shudhumatro 4ti aitemo khuje pete sokshomo hoyechheno. luiso koto aitemo khuje peyechheno?,২০,20,২৮,28,fabricated,bnp_018103,,
pilot_000325,no_context,mathematics,low,,,জিদান প্রতিদিন  একটা বই পড়ে। তিনি প্রতিদিন ২ ঘন্টা বই  পড়েন এবং প্রতি ঘন্টায় ৫০ পৃষ্ঠা বই পড়েন। বইটি যদি ২৮০০ পৃষ্ঠার হয় তবে তার পুরো বইটি  পড়তে কত সপ্তাহ লাগবে?,jidano protidino  ekota boi pore. tini protidino 2 ghonta boi  poreno ebng prti ghontayo 50 prishtha boi poreno. boiti jodi 2800 prishtharo hoi tbe tar puro boiti  porote koto soptaho lagobe?,৪,4,২,2,fabricated,bnp_018164,,
pilot_000326,has_context,law,low,১৮৬০ সালের ১৮ মে থেকে ১৪ আগস্ট পর্যন্ত এ সাক্ষ্যদান প্রক্রিয়া অব্যাহত থাকে।,1860 shaler 18 me theke 14 agosto porjonto e sakshjodano prokriya objahoto thake.,প্রদত্ত প্রসঙ্গ অনুযায়ী নীল কমিশন সম্পর্কে কী তথ্য দেওয়া হয়েছে?,prodotto prosngo onujayi nilo komishono somporke kii tothjo deoya hoise?,১৮৬০ সালের ১৮ মে থেকে ১৪ আগস্ট পর্যন্ত এ সাক্ষ্যদান প্রক্রিয়া অব্যাহত থাকে।,1860 shaler 18 me theke 14 agosto porjonto e sakshjodano prokriya objahoto thake.,১৮৬১ সালের ১৮ মে থেকে ১৪ আগস্ট পর্যন্ত এ সাক্ষ্যদান প্রক্রিয়া অব্যাহত থাকে।,1861 shaler 18 me theke 14 agosto porjonto e sakshjodano prokriya objahoto thake.,numeric,bnp_018286,,
pilot_000327,has_context,others,low,"ভালো-মন্দ, ন্যায়-অন্যায় ও উচিত-অনুচিতের বিচার নৈতিক মূল্যবোধের অন্তর্ভুক্ত। অর্থনৈতিক মূল্যবোধ লাভ-ক্ষতি বা সম্পদ ব্যবহারের সঙ্গে সম্পর্কিত।","bhalo-mondo, njayo-onjayo o uchito-onuchitero bicharo noitiko muljobodhero ontorbhukto. orthonoitiko muljobodho labho-kshoti ba sompodo bjoboharero songge somporkito.",ভালো-মন্দ কোন ধরনের মূল্যবোধ?,bhalo-mondo kon dhoronero muljobodho?,নৈতিক মূল্যবোধ।,noitiko muljobodho.,অর্থনৈতিক মূল্যবোধ।,orthonoitiko muljobodho.,relational,bnp_018332,,
pilot_000328,has_context,history,low,১৯৮৩ সালের ১৮ মার্চ ঢাকা বিশ্ববিদ্যালয়ের উপাচার্য অধ্যাপক ফজলুল হালিম চৌধুরীকে অব্যাহতি প্রদান করা হয়। ঐ বছর ৮ ডিসেম্বর সকাল সন্ধ্যা দেশব্যাপি সর্বাত্মক হরতাল পালিত হয়।,1983 shaler 18 marcho dhaka bishbobidjaloyero upacharjo odhjapoko fojolulo halimo choudhurike objahoti prodano kora hoi. oi bochor 8 disemboro sokalo sondhja deshobjapi sorbatmoko horotalo palito hoi.,১৯৮৩ সালে কোন উপাচার্যকে অব্যাহতি প্রদান করা হয়?,1983 shale kon upacharjoke objahoti prodano kora hoy?,অধ্যাপক ফজলুল হালিম চৌধুরী,odhjapoko fojolulo halimo choudhuri,অধ্যাপক ফজলুল হালিম চৌধুরি,odhjapoko fojolulo halimo choudhuri,relational,bnp_018414,,
pilot_000329,no_context,law,low,,,"স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৫১-এর বিষয় কী?","sthaniyo sorkar (iuniyono porishodo) ain, 2009-er dhara 51-er bishoyo ki?","পরিষদের সম্পত্তি অর্জন, দখলে রাখিবার ও নিষ্পত্তি করিবার ক্ষমতা","porishodero sompotti orjono, dokhole rakhibaro o nishpotti koribaro kshomota",পরিষদে সম্পদ হস্তান্তর,porishode sompodo hostantoro,fabricated,bnp_018422,,
pilot_000330,has_context,law,low,চিরস্থায়ী বন্দোবস্ত আইনে জমিদারদের ওপর নির্ধারিত রাজস্ব দাবি সরকার কর্তৃক বৃদ্ধিকরণ স্থায়িভাবে নিষিদ্ধ করা হয়।,chirosthayi bondobosto aine jomidarodero oporo nirdharito rajosbo dabi sorkar kortriko briddhikorono sthayibhabe nishiddho kora hoy.,"প্রদত্ত প্রসঙ্গ অনুযায়ী রাজস্ব বিক্রয় আইন, ১৭৯৩ সম্পর্কে কী তথ্য দেওয়া হয়েছে?","prodotto prosngo anujayi rajosbo bikroyo ain, 1793 somporke ki tothjo deoya hoyeche?",চিরস্থায়ী বন্দোবস্ত আইনে জমিদারদের ওপর নির্ধারিত রাজস্ব দাবি সরকার কর্তৃক বৃদ্ধিকরণ স্থায়িভাবে নিষিদ্ধ করা হয়।,chirosthayi bondobosto aine jomidarodero oporo nirdharito rajosbo dabi sorkar kortriko briddhikorono sthayibhabe nishiddho kora hoy.,চিরস্থায়ী বন্দোবস্ত আইনে রায়তদের ওপর নির্ধারিত রাজস্ব দাবি সরকার কর্তৃক বৃদ্ধিকরণ স্থায়িভাবে নিষিদ্ধ করা হয়।,chirosthayi bondobosto aine rayotodero oporo nirdharito rajosbo dabi shorkar kortriko briddhikorono sthayibhabe nishiddho kora hoy.,relational,bnp_018433,,
pilot_000331,no_context,grammar,low,,,কোন বাগ্‌ধারা দুটি সম্পূর্ণ ভিন্নাথর্ক?,kon bag‌dhara duti sompurno bhinnathorko?,ঢাকের কাঠি/ঢাকের বায়া,dhakero kathi/dhakero baya,পটল তোলা/অক্কা পাওয়া,potolo tola/okka paoya,fabricated,bnp_018662,,
pilot_000332,no_context,bcs,low,,,"'মোদের গরব, মোদের আশা/আ-মরি বাংলা ভাষা' রচিয়তা-","'modero gorobo, modero asha/a-mori bangla bhasha' rochiyota-",অতুল প্রসাদ সেন,otulo prosado seno,রামনিধি গুপ্ত,ramonidhi gupto,fabricated,bnp_018736,,
pilot_000333,has_context,law,low,২৪ তম ডিভিশনের জিওসি ছিলেন উন্নয়ন বোর্ডের চেয়ারম্যান এবং এর ব্যবস্থাপনা অনেকটা ছিল বাঙালিদের হাতে।,24 tomo dibhishonero jiosi chhileno unnoyono bordero cheyaromjano ebong er bjobosthapona onekota chilo bangalidero hate.,"প্রদত্ত প্রসঙ্গ অনুযায়ী পার্বত্য চট্টগ্রাম শান্তিচুক্তি, ১৯৯৭ সম্পর্কে কী তথ্য দেওয়া হয়েছে?","prodotto prosngo anujayi parbotjo chottogramo shantichukti, 1997 somporke ki tothjo deoya hoyeche?",২৪ তম ডিভিশনের জিওসি ছিলেন উন্নয়ন বোর্ডের চেয়ারম্যান এবং এর ব্যবস্থাপনা অনেকটা ছিল বাঙালিদের হাতে।,24 tomo dibhishonero jiosi chhileno unnoyono bordero cheyaromjano ebong er bjobosthapona onekota chilo bangalidero hate.,২৪ তম ডিভিশনের জিওসি ছিলেন উন্নয়ন বোর্ডের সদস্য এবং এর ব্যবস্থাপনা অনেকটা ছিল বাঙালিদের হাতে।,24 tomo dibhishonero jiosi chhileno unnoyono bordero sodosjo ebng er bjobosthapona onekota silo bangalidero hate.,numeric,bnp_018767,,
pilot_000334,no_context,literature,low,,,'মোসলেম ভারত' সাহিত্য পত্রিকার সম্পাদক কে ছিলেন?,'mosolemo india' shahitto potrikaro sompadoko ke chhileno?,مোজাম্মেল হক,مjammelo hoko,দীনেশরঞ্জন দাশ,dineshoronjono dasho,fabricated,bnp_018967,,
pilot_000335,has_context,law,low,[(২) নির্বাচন সম্পন্ন হইবার পর অবিলম্বে চেয়ারম্যান ও সদস্যের নাম সরকারি গেজেটে প্রকাশিত হইবে এবং তাঁহাদের শপথ গ্রহণের তারিখ হইতে পরবর্তী ১০ (দশ) কার্যদিবসের মধ্যে ইউনিয়ন পরিষদের প্রথম সভা অনুষ্ঠিত হইবে|]।,[(2) nirbachono somponno hoibaro poro obilombe cheyaromjano o sodosjero nam sorokari gejete prokashito hoibe ebng tahadero shopotho grohonero tarikh hoite poroborti 10 (dosho) karjodibosero moddhe iuniyono porishodero prothom sobha onushthito hoibe|].,"প্রদত্ত প্রসঙ্গ অনুযায়ী স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ২৯ সম্পর্কে কী বলা হয়েছে?","prodotto prosngo onujayi sthaniyo shorkar (iuniyono porishodo) ain, 2009-er dhara 29 somporke ki bola hoise?",[(২) নির্বাচন সম্পন্ন হইবার পর অবিলম্বে চেয়ারম্যান ও সদস্যের নাম সরকারি গেজেটে প্রকাশিত হইবে এবং তাঁহাদের শপথ গ্রহণের তারিখ হইতে পরবর্তী ১০ (দশ) কার্যদিবসের মধ্যে ইউনিয়ন পরিষদের প্রথম সভা অনুষ্ঠিত হইবে|]।,[(2) nirbachono somponno hoibaro poro obilombe cheyaromjano o sodosjero nam sorokari gejete prokashito hoibe ebong tahadero shopotho grohonero tarikh hoite poroborti 10 (dosho) karjodibosero modhye iuniyono porishodero prthom sobha onushthito hoibe|].,[(২) নির্বাচন সম্পন্ন হইবার পর অবিলম্বে চেয়ারম্যান ও সদস্যের নাম সরকারি গেজেটে প্রকাশিত হইবে এবং তাঁহাদের শপথ গ্রহণের তারিখ হইতে পরবর্তী ১০ (দশ) কার্যদিবসের মধ্যে উপজেলা পরিষদের প্রথম সভা অনুষ্ঠিত হইবে|]।,[(2) nirbachono somponno hoibaro poro obilombe cheyaromjano o sodosjero naam sorokari gejete prokashito hoibe ebng tahadero shopotho grohonero tarikh hoite poroborti 10 (dosho) karjodibosero moddhe upojela porishodero prothom sobha onushthito hoibe|].,numeric,bnp_018995,,
pilot_000336,has_context,law,low,"কমিশনের অন্যান্য সদস্যের মধ্যে ছিলেন আর টেম্পল (সরকারি প্রতিনিধি), রেভারেন্ড জে. সেল (খ্রিস্টান মিশনারিদের প্রতিনিধি), ডব্লিউ.এফ ফারগুসন (নীলকরদের প্রতিনিধি) ও চন্দ্রমোহন চ্যাটার্জী (জমিদারদের প্রতিনিধি)।","komishonero onjanjo sodosjero moddhe chhileno aro tempolo (sorokari protinidhi), rebharendo je. selo (khristano mishonaridero protinidhi), dobliu.efo farogusono (nilokorodero protinidhi) o chondromohono chjatarji (jomidarodero protinidhi).",প্রদত্ত প্রসঙ্গ অনুযায়ী নীল কমিশন সম্পর্কে কী তথ্য দেওয়া হয়েছে?,prodotto prosongo onujayi nilo komishono somporke ki tothjo deoya hoyeche?,"কমিশনের অন্যান্য সদস্যের মধ্যে ছিলেন আর টেম্পল (সরকারি প্রতিনিধি), রেভারেন্ড জে. সেল (খ্রিস্টান মিশনারিদের প্রতিনিধি), ডব্লিউ.এফ ফারগুসন (নীলকরদের প্রতিনিধি) ও চন্দ্রমোহন চ্যাটার্জী (জমিদারদের প্রতিনিধি)।","komishonero onjanjo sodosjero moddhe chhileno aro tempolo (sorokari protinidhi), rebharendo je. selo (khristano mishonaridero protinidhi), dobliu.efo farogusono (nilokorodero protinidhi) o chondromohono chjatarji (jomidarodero protinidhi).","কমিশনের অন্যান্য সদস্যের মধ্যে ছিলেন আর টেম্পল (সরকারি প্রতিনিধি), রেভারেন্ড জে. সেল (খ্রিস্টান মিশনারিদের প্রতিনিধি), ডব্লিউ.এফ ফারগুসন (নীলকরদের প্রতিনিধি) ও চন্দ্রমোহন চ্যাটার্জী (রায়তদের প্রতিনিধি)।","komishonero onjanjo sodosjero modhye chhileno aro tempolo (sorokari protinidhi), rebharendo je. selo (khristano mishonaridero protinidhi), dobliu.efo farogusono (nilokorodero protinidhi) o chondromohono chjatarji (rayotodero protinidhi).",relational,bnp_019083,,
pilot_000337,has_context,law,low,"রাজস্ব বিক্রয় আইন, ১৭৯৩ সাধারণভাবে ’সূর্যাস্ত আইন’ নামে পরিচিত এই আইনটি চিরস্থায়ী বন্দোবস্ত সংক্রান্ত আইনসমষ্টির একটি অবিচ্ছেদ্য অংশ।","rajosbo bikroyo ain, 1793 sadharonobhabe ’surjasto ain’ name porichito ei ainoti chirosthayi bondobosto songkranto ainosomoshtiro ekta obichchhedjo ongsho.","প্রদত্ত প্রসঙ্গ অনুযায়ী রাজস্ব বিক্রয় আইন, ১৭৯৩ সম্পর্কে কী তথ্য দেওয়া হয়েছে?","prodotto prosongo anujayi rajosbo bikroyo ain, 1793 somporke kii tothjo deoya hoise?","রাজস্ব বিক্রয় আইন, ১৭৯৩ সাধারণভাবে ’সূর্যাস্ত আইন’ নামে পরিচিত এই আইনটি চিরস্থায়ী বন্দোবস্ত সংক্রান্ত আইনসমষ্টির একটি অবিচ্ছেদ্য অংশ।","rajosbo bikroyo ain, 1793 sadharonobhabe ’surjasto ain’ name porichito ei ainoti chirosthayi bondobosto songkranto ainosomoshtiro ekti obichchhedjo ongsho.","রাজস্ব বিক্রয় আইন, ১৭৯৪ সাধারণভাবে ’সূর্যাস্ত আইন’ নামে পরিচিত এই আইনটি চিরস্থায়ী বন্দোবস্ত সংক্রান্ত আইনসমষ্টির একটি অবিচ্ছেদ্য অংশ।","rajosbo bikroyo ain, 1794 sadharonobhabe ’surjasto ain’ name porichito ei ainoti chirosthayi bondobosto songkranto ainosomoshtiro ekti obichchhedjo ongsho.",numeric,bnp_019269,,
pilot_000338,has_context,others,low,প্রীতি জিনতা ২০১৬ সালের ২৯ ফেব্রুয়ারি যুক্তরাষ্ট্রের জিন গুডএনাফকে বিয়ে করেন।,priti jinota 2016 shaler 29 februyari juktorashtrero jino gudoenafoke biye koren.,প্রীতি জিনতার স্বামীর নাম কী ?,priti jinotaro sbamiro nam ki ?,জিন গুডএনাফ।,jino gudoenafo.,জিন গুডম্যান।,jino gudomjano.,relational,bnp_019276,,
pilot_000339,no_context,mathematics,low,,,এক টাকায় ৩ টি কলা পাওয়া যায় । ১০ টাকার কতগুলি কলা পাবে ?,eko takayo 3 ti kola paoya jayo . 10 takaro kotogula kola pabe ?,30,30,3,3,fabricated,bnp_019325,,
pilot_000340,no_context,antonym,low,,,'সিক্ত' শব্দের বিপরীতার্থক শব্দ-,'sikto' shobder biporitarthoko shobdo-,শুষ্ক,shushko,নিগ্রহ,nigroho,fabricated,bnp_019473,,
pilot_000341,no_context,idiom_meaning,low,,,"""ডাকে ওঠা"" এর ভাবার্থ কী?","""dake otha"" er bhabartho kii?",নষ্ট হওয়া,noshto hooya,"অস্তিত্ব নেই এমন বস্তু, অলীকবস্তু","ostitbo nei emono bostu, olikobostu",fabricated,bnp_019489,,
pilot_000342,no_context,bcs,low,,,বাংলাদেশের পানি সম্পদের চাহিদা সবচেয়ে বেশি কোন খাতে?,bangladesher pani sompodero chahida sobocheye beshi kon khate?,কৃষি,krishi,শিল্প,shilpo,fabricated,bnp_019513,,
pilot_000343,has_context,history,low,প্রথম গ্যালারিতে প্রাগৈতিহাসিক কাল থেকে ১৯৭০ সাল পর্যন্ত কালপর্বে এই জনপদের প্রতিনিধিত্বমূলক প্রত্ননিদর্শন রয়েছে। দ্বিতীয় গ্যালারিতে ১৯৭১ সালে বঙ্গবন্ধুর ঐতিহাসিক ৭ মার্চের ভাষণের ঘটনা থেকে ১৭ এপ্রিল মেহেরপুরের বৈদ্যনাথতলায় প্রবাসী সরকার গঠন পর্ব পর্যন্ত রয়েছে।,prthom gjalarite pragoitihasiko kalo theke 1970 shal porjonto kaloporbe ei jonopodero protinidhitbomuloko protnonidorshono royeche. dbitiyo gjalarite 1971 sale bonggobondhuro oitihasiko 7 marchero bhashonero ghotona theke 17 eprilo meheropurero boidjonathotolayo probasi sorkar gothono porbo porjonto roeche.,মুক্তিযুদ্ধ জাদুঘরের দ্বিতীয় গ্যালারিতে কোন ঘটনা থেকে কোন ঘটনা পর্যন্ত প্রদর্শিত হয়?,muktizuddho jadughorero dbitiyo gjalarite kon ghotona theke kon ghotona porjonto prodorshito hoy?,৭ মার্চের ভাষণ থেকে ১৭ এপ্রিল প্রবাসী সরকার গঠন পর্যন্ত,7 marchero bhashono theke 17 eprilo probasi shorkar gothono porjonto,৮ মার্চের ভাষণ থেকে ১৭ এপ্রিল প্রবাসী সরকার গঠন পর্যন্ত,8 marchero bhashono theke 17 eprilo probasi sorkar gothono porjonto,numeric,bnp_019731,,
pilot_000344,no_context,mathematics,low,,,লিসা প্রতি মিনিটে ১০ মিটার হাঁটে। প্রতিদিন সে এক ঘণ্টা হাঁটে। লিসা দুই দিনে কত মিটার হাঁটবে?,lisa prti minite 10 mitaro hate. protidino se eko ghonta hate. lisa dui dine koto mitaro hatobe?,১২০০,1200,২৪০০,2400,fabricated,bnp_020017,,
pilot_000345,has_context,law,low,"বিনা খরচে ভূমিতে জমিদারদের মালিকানা-স্বত্ব লাভ এবং স্থায়িভাবে সরকারি রাজস্ব দাবি নির্ধারণ, এই দুটি বিশেষ সুবিধার বিপরীতে উপনিবেশিক সরকার একটি কঠোর আইন প্রণয়ন করেন।","bina khoroche bhumite jomidarodero malikana-sbotbo labho ebng sthayibhabe sorokari rajosbo dabi nirdharono, ei duti bishesho subidharo biporite uponibeshiko shorkar ekta kothoro ain pronoyono koren.","প্রদত্ত প্রসঙ্গ অনুযায়ী রাজস্ব বিক্রয় আইন, ১৭৯৩ সম্পর্কে কী তথ্য দেওয়া হয়েছে?","prodotto prosongo anujayi rajosbo bikroyo ain, 1793 somporke ki tothjo deoya hoyeche?","বিনা খরচে ভূমিতে জমিদারদের মালিকানা-স্বত্ব লাভ এবং স্থায়িভাবে সরকারি রাজস্ব দাবি নির্ধারণ, এই দুটি বিশেষ সুবিধার বিপরীতে উপনিবেশিক সরকার একটি কঠোর আইন প্রণয়ন করেন।","bina khoroche bhumite jomidarodero malikana-sbotbo labho ebong sthayibhabe sorokari rajosbo dabi nirdharono, ei duti bishesho subidharo biporite uponibeshiko shorkar ekta kothoro ain pronoyono korn.","বিনা খরচে ভূমিতে রায়তদের মালিকানা-স্বত্ব লাভ এবং স্থায়িভাবে সরকারি রাজস্ব দাবি নির্ধারণ, এই দুটি বিশেষ সুবিধার বিপরীতে উপনিবেশিক সরকার একটি কঠোর আইন প্রণয়ন করেন।","bina khoroche bhumite rayotodero malikana-sbotbo labho ebng sthayibhabe sorokari rajosbo dabi nirdharono, ei duti bishesho subidharo biporite uponibeshiko sorkar ekta kothoro ain pronoyono koren.",relational,bnp_020086,,
pilot_000346,no_context,mathematics,low,,,একটি 3 অঙ্কের সংখ্যা আছে এটিকে উল্টো দিক থেকে লিখে আরেকটি 3 অঙ্কের সংখ্যা পাওয়া গেল। এবার এই দুটির মধ্যে বড়টি থেকে ছোটটি বিয়োগ করা হল এবং প্রাপ্ত বিয়োগফলও 3 অঙ্কের। বিয়োগফলের কতটি মান থাকা সম্ভব?,ekta 3 ongkero songkhya asche etike ulto diko theke likhe arekoti 3 ongkero songkha paoya gelo. ebaro ei dutiro modhye boroti theke chhototi biyogo kora holo ebong prapto biyogofoloo 3 ongkero. biyogofolero kototi mano thaka sombhobo?,8,8,9,9,fabricated,bnp_020113,,
pilot_000347,no_context,grammar,low,,,পত্রের ভাষা কীরূপ হওয়া উচিত?,potrero bhasha kirupo hooya uchito?,সহজ-সরল ও বিষয়ভিত্তিক,sohojo-sorolo o bishoyobhittiko,কঠিন ও ধরাবাধা গৎ,kothino o dhorabadha goto,fabricated,bnp_020242,,
pilot_000348,no_context,idiom_meaning,low,,,"""একাকার"" এর ভাবার্থ কী?","""ekakaro"" er bhabartho kii?",সর্বত্র সমান আকার,sorbotro somano akaro,"কাণ্ডজ্ঞানহীন মূর্খ, যে কেবল হিজিবিজি রেখা টানে লিখতে জানে না","kandojnanohino murkho, je kebolo hijibiji rekha tane likhote jane na",fabricated,bnp_020256,,
pilot_000349,no_context,science,low,,,একটি রুগড বা শক্ত ল্যাপটপের উদাহরণ কোনটি?,ekti rugodo ba shokto ljapotopero udahorono konti?,প্যানাসনিক টাফবুক,pjanasoniko tafobuko,লিনাস রাইট-টপ,linaso raito-topo,fabricated,bnp_020373,,
pilot_000350,has_context,law,low,১৯৩৭ সালে ভারতের ফেডারেল কোর্ট উচ্চ আদালতগুলোর ঊর্ধ্বতন আপিল আদালত হিসেবে প্রতিষ্ঠিত হয়।,1937 sale bharoter fedarelo korto uchcho adalotoguloro urdhbotono apilo adaloto hisebe protishthito hoy.,প্রদত্ত প্রসঙ্গ অনুযায়ী বাংলাদেশের বিচারব্যবস্থার ঐতিহাসিক বিকাশ সম্পর্কে কী বলা হয়েছে?,prodotto prosngo onujayi bangladesher bicharobjobostharo oitihasiko bikasho somporke kii bola hoise?,১৯৩৭ সালে ভারতের ফেডারেল কোর্ট উচ্চ আদালতগুলোর ঊর্ধ্বতন আপিল আদালত হিসেবে প্রতিষ্ঠিত হয়।,1937 sale bharoter fedarelo korto uchcho adalotoguloro urdhbotono apilo adaloto hisebe protishthito hoy.,১৯৩৮ সালে ভারতের ফেডারেল কোর্ট উচ্চ আদালতগুলোর ঊর্ধ্বতন আপিল আদালত হিসেবে প্রতিষ্ঠিত হয়।,1938 sale indian fedarelo korto uchcho adalotoguloro urdhbotono apilo adaloto hisebe protishthito hoi.,numeric,bnp_020377,,
pilot_000351,has_context,others,low,প্রীতি জিনতা ২০১৬ সালের ২৯ ফেব্রুয়ারি যুক্তরাষ্ট্রের জিন গুডএনাফকে বিয়ে করেন।,priti jinota 2016 saler 29 februyari juktorashtrero jino gudoenafoke biye korn.,প্রীতি জিনতা কত তারিখে বিয়ে করেন?,priti jinota koto tarikhe biye koren?,২৯ ফেব্রুয়ারি ২০১৬।,29 februyari 2016.,২৮ ফেব্রুয়ারি ২০১৬।,28 februyari 2016.,numeric,bnp_020408,,
pilot_000352,has_context,others,low,"২৬৩-এর বর্গমূল ১৭-এর কম। ২, ৩, ৫, ৭, ১১ বা ১৩—কোনো মৌলিক সংখ্যা দিয়ে ২৬৩ নিঃশেষে বিভাজ্য নয়; তাই ২৬৩ মৌলিক। মূল প্রশ্নে বিকল্প না থাকায় কোনটি অমৌলিক তা নির্দিষ্ট করা যায় না।","263-er borgomulo 17-er komo. 2, 3, 5, 7, 11 ba 13—kono mouliko songkha diye 263 nihsheshe bibhajjo noyo; tai 263 mouliko. mulo proshne bikolpo naa thakayo konti omouliko ta nirdishto kora jayo naa.",২৬৩ কি মৌলিক সংখ্যা?,263 kii mouliko songkhya?,"হ্যাঁ, ২৬৩ মৌলিক।","han, 263 mouliko.","না, ২৬৩ যৌগিক।","naa, 263 jougiko.",numeric,bnp_020509,,
pilot_000353,has_context,history,low,প্রায় দুই বিঘা জায়গার ওপর নির্মিত এই ভবনের ব্যবহারযোগ্য আয়তনের পরিমাণ ১ লাখ ৮৫ হাজার বর্গফুট। নতুন ভবনে ছয়টি গ্যালারি রয়েছে। গ্যালারিগুলো ভবনের চতুর্থ ও পঞ্চম তলায়। এর মধ্যে ২১ হাজার বর্গফুট জায়গাজুড়ে রয়েছে চারটি স্থায়ী গ্যালারি।,prayo dui bigha jayogaro oporo nirmito ei bhobonero bjoboharojogjo ayotonero porimano 1 lakho 85 hajaro borgofuto. notuno bhobone chhoyoti gjalari royeche. gjalarigulo bhobonero choturtho o ponchomo tolayo. er moddhe 21 hajaro borgofuto jayogajure royeche charoti sthayi gjalari.,মুক্তিযুদ্ধ জাদুঘরের চারটি স্থায়ী গ্যালারি কত বর্গফুট এলাকা জুড়ে বিস্তৃত?,muktijuddho jadughorero charoti sthayi gjalari koto borgofuto elaka jure bistrito?,২১ হাজার বর্গফুট,21 hajaro borgofuto,২৫ হাজার বর্গফুট,25 hajaro borgofuto,numeric,bnp_020592,,
pilot_000354,no_context,literature,low,,,'কপালকুণ্ডলা' উপন্যাস কত সালে প্রকাশিত হয়?,'kopalokundola' uponjaso koto sale prokashito hoy?,১৮৬৬ সালে,1866 shale,১৮৫৮ সালে,1858 shale,fabricated,bnp_020668,,
pilot_000355,no_context,bcs,low,,,অনুভূতিজাত দ্বিরুক্ত শব্দ কোনটি?,onubhutijato dbirukto shobdo konti?,ছমছম,chhomochhomo,ঝমঝম,jhomojhomo,fabricated,bnp_020789,,
